飲食店店名,ジャンル,立地,営業j時間,定休日・臨時定休日,コンセント,Wi-fi,禁煙,英語対応,エレベーター,座席数,他のサービスの導入,電話番号,住所,反応やアドバイス,外部リンクURL,FB,Twitter,インスタグラム
個室居酒屋 八吉 渋谷 二の丸,渋谷 和食 個室 接待,渋谷駅から徒歩2分,月～木 17:00～24:30金・祝前日 17:00～翌4:30土 17:00～23:30,,,,,,,,,03-3463-6088,〒150-0043 東京都渋谷区道玄坂1-7-1 第一渋観ビル1F,,https://r.gnavi.co.jp/g243646/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
桜丘 肉バル Gottsu ‐ゴッツ‐,ガブリ肉と厳選ワイン,渋谷駅から徒歩徒歩1分,月～金 ディナー：17:00～24:00(L.O.23:00)土・日・祝 ディナー：17:00～24:00(L.O.23:00),,,,,,,,,03-6427-0481,〒150-0031 東京都渋谷区桜丘町24-18 東松ビル1F,,https://r.gnavi.co.jp/8dw7yfer0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
居酒屋 しぶやくん 渋谷店,渋谷　居酒屋,渋谷駅から徒歩徒歩1分,月～土 ディナー：18:00～24:00(L.O.23:30)月～金 ランチ：11:45～14:30,,,,,,,,,03-6416-4558,〒150-0031 東京都渋谷区桜丘町24-18 ,,https://r.gnavi.co.jp/dk28au760000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
Villa Del Sol 渋谷,貸切ラウンジイタリアン,渋谷駅から徒歩3分,月～日・祝前日・祝日 24時間営業：(【ご予約に限り、24時間営業致します！】◆お昼からのパーティーや夜のパーティーにご利用ください！どうぞお気軽にご予約、ご相談のお問合せ下さい！),,,,,,,,,050-3313-1813,〒150-0043 東京都渋谷区道玄坂1-7-1 3F,,https://r.gnavi.co.jp/58fyb7h50000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
あしびな～ 桜ヶ丘店,居酒屋,渋谷駅から徒歩徒歩3分,月～金 18:00～翌3:00(L.O.2:00)土 17:00～翌3:00(L.O.2:00)日 17:00～23:00(L.O.22:00),,,,,,,,,03-5459-9556,〒150-0031 東京都渋谷区桜丘町16-15 カーサ渋谷B1,,https://r.gnavi.co.jp/sh1f1v280000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
貸切パーティースペース Bar CUORE（クオーレ）渋谷,貸切パーティースペース,渋谷駅から徒歩2分, 12:00～翌5:00(L.O.4:00、ドリンクL.O.4:30)(※【昼宴会も毎日承っております♪】2月NEW OPEN！内装にもこだわったオシャレなお店です。※昼間のご宴会は基本予約制になります),,,,,,,,,050-3468-4313,〒150-0043 東京都渋谷区道玄坂1-7-1 渋谷グローリアビル3F,,https://r.gnavi.co.jp/7sbxvv8t0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
パーティースペース Bar Five2,貸切パーティスペース,渋谷駅から徒歩徒歩2分, 19:00～翌5:00,,,,,,,,,03-3464-9068,〒150-0043 東京都渋谷区道玄坂1-7-1 グローリアビルB1,,https://r.gnavi.co.jp/k1tfszru0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
個室居酒屋 隠れ野 渋谷店,渋谷個室居酒屋和風浪漫,渋谷駅から徒歩2分,月～木・日・祝日 17:00～24:00金・土・祝前日 17:00～翌4:00,,,,,,,,,050-3462-4193,〒150-0043 東京都渋谷区道玄坂1-7-1 第1渋観ビルB1～B2,,https://r.gnavi.co.jp/g306506/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
串天ぷらと日本酒バル かぐら 渋谷,串天ぷら×日本酒居酒屋,渋谷駅から徒歩2分,金・祝前日 15:00～翌4:00(L.O.3:00、ドリンクL.O.3:30)月～木 15:00～24:00(L.O.23:00、ドリンクL.O.23:30)土 13:00～翌2:00(L.O.1:00、ドリンクL.O.1:30)日・祝日 13:00～24:00(L.O.23:00、ドリンクL.O.23:30),,,,,,,,,050-3467-6540,〒150-0043 東京都渋谷区道玄坂1-5-9 5F,,https://r.gnavi.co.jp/8437yy2u0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
焼肉 台所家 渋谷桜丘店,渋谷の老舗焼肉店,渋谷駅から徒歩3分,月～金・祝前日 17:00～23:30(L.O.23:00)(※12月31日、15：00～21：00迄営業。1月1～3日はお休みをいただきます。)土・日・祝 16:00～23:30(L.O.23:00),,,,,,,,,050-3467-1582,〒150-0031 東京都渋谷区桜丘町16-2 2F,,https://r.gnavi.co.jp/ea76pw260000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
全席個室と鉄板焼居酒屋 かわら屋,全席個室の鉄板焼居酒屋,渋谷駅から徒歩1分,金・祝前日 15:00～翌4:00(L.O.3:00、ドリンクL.O.3:30)月～木 15:00～24:00(L.O.23:00、ドリンクL.O.23:30)土 13:00～翌2:00(L.O.1:00、ドリンクL.O.1:30)日・祝日 13:00～24:00(L.O.23:00、ドリンクL.O.23:30),,,,,,,,,050-3462-6294,〒150-0043 東京都渋谷区道玄坂1-5-9 ザ･レンガビル5F,,https://r.gnavi.co.jp/e944802/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
肉とクラフトビール やまもと 渋谷店,肉とクラフトビール,渋谷駅から徒歩徒歩1分,月～金・祝前日 ディナー：16:00～24:00(L.O.23:00)(席や商品には限りがあります。ご来店の際は当日でも一度お電話いただけると助かります。)土・日・祝 13:00～24:00(L.O.23:00),,,,,,,,,070-3512-8711,〒150-0043 東京都渋谷区道玄坂1-5-9 レンガビル4F,,https://r.gnavi.co.jp/sm20hmee0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
シュラスコ＆ラクレットチーズ Calluna カルーナ 渋谷,シュラスコ 食べ放題,渋谷駅から徒歩1分, ランチ：11:30～15:00月～木・日・祝日 ディナー：15:00～24:00金・土・祝前日 ディナー：15:00～翌4:00,,,,,,,,,050-3313-0328,〒150-0043 東京都渋谷区道玄坂1-5-5 藤木ビル3F,,https://r.gnavi.co.jp/shakxc1j0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
肉＆チーズダイニング ニッチーズ ‐Niccheese‐渋谷店,渋谷の鍋居酒屋,渋谷駅から徒歩1分,月～金 ディナー：17:00～23:30土・日・祝 ランチ：12:00～15:00、ディナー：17:00～23:30,,,,,,,,,050-3469-3621,〒150-0043 東京都渋谷区道玄坂1-5-9 ザ・レンガビル3F,,https://r.gnavi.co.jp/a058406/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
Bar＆Grill Rebecca,スペイン料理,渋谷駅から徒歩1分, ディナー：17:00～24:00,,,,,,,,,050-3466-1172,〒150-0043 東京都渋谷区道玄坂2-3-2 大外ビルB1,,https://r.gnavi.co.jp/seuww5ph0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
貸切パーティー＆個室ダイニング ajito luxe 渋谷,完全個室貸切イタリアン,渋谷駅から徒歩2分,月～木 ディナー・バー：17:30～翌3:00(L.O.2:00、ドリンクL.O.2:30)金・土・祝前日 ディナー・バー：17:30～翌5:00(L.O.4:00、ドリンクL.O.4:30)日・祝日 ディナー・バー：17:30～24:00(L.O.23:00、ドリンクL.O.23:30)(※予約受付時間に関しましては16時～承っております。お気軽にご連絡ください。それ以外のお時間はネット予約にて受け付けております。),,,,,,,,,050-3476-7526,〒150-0043 東京都渋谷区道玄坂1-7-10 新大宗ソシアルビル2F,,https://r.gnavi.co.jp/a889201/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
かっぱ,気軽で陽気な駅前バール,渋谷駅から徒歩徒歩3分, ディナー：15:00～24:00(L.O.23:00),,,,,,,,,03-5428-3393,〒150-0043 東京都渋谷区道玄坂1-5-9 レンガビル1F,,https://r.gnavi.co.jp/n1tbb9m40000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
渋谷道玄坂一丁目応援団 大分からあげと鉄板焼 勝男,唐揚げ 食べ放題 鉄板,渋谷駅から徒歩1分, 17:00～翌5:00,,,,,,,,,050-3461-4672,〒150-0043 東京都渋谷区道玄坂1-6-3,,https://r.gnavi.co.jp/9887k8p70000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
貸切＆BBQ 渋谷ガーデンホール,渋谷・貸切・パーティー,渋谷駅から徒歩1分,月～日 11:00～翌5:00(L.O.4:30),,,,,,,,,050-3467-2861,〒150-0043 東京都渋谷区道玄坂1-7-10 新大宗ソシアルビル4F,,https://r.gnavi.co.jp/bpvaybbm0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
貸切＆BBQ 渋谷ガーデンルーム,渋谷・貸切・パーティー,渋谷駅から徒歩1分,月～日 11:00～翌5:00(L.O.4:30),,,,,,,,,050-3467-2905,〒150-0043 東京都渋谷区道玄坂1-7-10 新大宗ソシアルビル4F,,https://r.gnavi.co.jp/3wvjejex0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
和牛焼肉食べ放題 肉屋の台所 渋谷宮益坂店,厳選黒毛和牛で至福の時,渋谷駅から徒歩1分, ディナー：16:00～23:00,,,,,,,,,050-3468-4574,〒150-0002 東京都渋谷区渋谷1-25-6 パークサイド共同ビル5F,,https://r.gnavi.co.jp/rz9j9txv0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
牛タンと完全個室 輝 渋谷駅前店,牛タン×クラフトビール,渋谷駅から徒歩1分,月～木 13:00～24:00金・土・祝前日 13:00～翌4:00日 13:00～23:30,,,,,,,,,050-3476-8471,〒150-0002 東京都渋谷区渋谷1-25-6 渋谷パークサイド共同ビル3F,,https://r.gnavi.co.jp/8sb7sa9j0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
BAR＆貸切パーティー バーボンストリート,スポーツバー&パーティ,渋谷駅から徒歩2分,月～土 12:00～翌4:00日・祝日 12:00～24:00,,,,,,,,,050-3462-7518,〒150-0031 東京都渋谷区桜丘町16-9 DK渋谷B1,,https://r.gnavi.co.jp/g779800/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
貸切パーティー 二次会 TRUMP TOKYO【トランプトウキョウ】渋谷,アンティーク店内貸切,渋谷駅から徒歩徒歩3分, 6:00～19:00(スペースレンタルOK)月～木 ディナー：20:00～翌4:00金・土 ディナー：20:00～翌5:00,,,,,,,,,03-3461-1225,〒150-0043 東京都渋谷区道玄坂1-6-5 東静ビルB1,,https://r.gnavi.co.jp/9sy9kbnz0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
韓国食堂 トォンデジ,絶品チゲ鍋 貸切,渋谷駅から徒歩3分,月～金 ランチ：11:45～14:15(L.O.13:45)月～土 ディナー：18:00～23:30(L.O.22:45)(  ※食材の仕入れ状況により閉店時間を早める場合があります。)日 ディナー：18:00～22:30(L.O.21:30、ドリンクL.O.22:00)(不定期にお休みをいただくことがあります。  食材等の状況により早くお店を閉めることがことがあります。),,,,,,,,,03-3770-2939,〒150-0031 東京都渋谷区桜丘町16-7,,https://r.gnavi.co.jp/g787500/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
らあめん渋英,とんこつ専門店,渋谷駅から徒歩3分,月～木・日・祝日 ランチ・ディナー：11:00～翌3:00金・土・祝前日 ランチ・ディナー：11:00～翌6:00,,,,,,,,,050-3313-1514,〒150-0043 東京都渋谷区道玄坂2-4-5,,https://r.gnavi.co.jp/8ffw6u1n0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
個室居酒屋 座楽 渋谷駅前店,地鶏と鮮魚の個室居酒屋,渋谷駅から徒歩1分,月～木 13:00～24:00金・土・祝前日 13:00～翌4:00日 13:00～23:30,,,,,,,,,050-3476-7983,〒150-0002 東京都渋谷区渋谷1-25-6 渋谷パークサイド共同ビル3F,,https://r.gnavi.co.jp/3zkcfpds0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
THE THEATRE TABLE,イタリアンダイニング,渋谷駅から徒歩1分,月～金 カフェ：8:00～20:00月～日・祝前日・祝日 ランチ：11:00～15:00(L.O.14:30)土・日 カフェ：11:00～20:00月～日 ティー：14:30～18:00月～土 ディナー：18:00～23:30(L.O.22:30、ドリンクL.O.23:00)日 ディナー：18:00～23:00(L.O.22:00、ドリンクL.O.22:30),,,,,,,,,050-3490-3153,〒150-0002 東京都渋谷区渋谷2-21-1 渋谷ヒカリエ11F,,https://r.gnavi.co.jp/p810304/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
うみかぜやまうた,本格焼酎と泡盛,渋谷駅から徒歩徒歩3分,月～土 18:00～翌5:00,,,,,,,,,03-5428-5858,〒150-0031 東京都渋谷区桜丘町15-18 北沢ビルB1,,https://r.gnavi.co.jp/kfp2y4x50000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
桜ヶ丘 椿堂,個室居酒屋 ダイニング,渋谷駅から徒歩3分,月～日 18:00～24:00(L.O.23:00),,,,,,,,,050-3468-2927,〒150-0031 東京都渋谷区桜丘町15-3 堀ビル1F,,https://r.gnavi.co.jp/g599602/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
Bar Wee DRAM,カクテル&地ウィスキー,渋谷駅から徒歩徒歩4分,月～土・祝前日 ディナー：19:00～翌4:00(日曜、祝日のみ　１９：００～１：００),,,,,,,,,03-6809-0929,〒150-0043 東京都渋谷区道玄坂1-6-9 ILA道玄坂ビル4F,,https://r.gnavi.co.jp/m5wstcfc0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
ワインの酒場 ディプント 渋谷駅前店,ワインバールダイニング,渋谷駅から徒歩1分, 16:00～翌5:00,,,,,,,,,03-6427-1323,〒150-0002 東京都渋谷区渋谷1-24-16 みずほ銀行 遠州屋共同ビルB1,,https://r.gnavi.co.jp/esb47wkp0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
なかめのてっぺん 渋谷ストリーム店,炉端と京串揚げ,渋谷駅から徒歩2分, ランチ：11:00～14:30(L.O.14:00)、ディナー：17:00～23:00(L.O.22:30),,,,,,,,,050-3460-9272,〒150-0002 東京都渋谷区渋谷3-21-3 渋谷ストリーム3F,,https://r.gnavi.co.jp/652gapy10000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
韓国料理スランジェ 渋谷ヒカリエ,韓国料理,渋谷駅から徒歩1分,月～日 11:00～23:00(L.O.22:00、ドリンクL.O.22:00),,,,,,,,,03-6434-1465,〒150-8509 東京都渋谷区渋谷2-21-1 渋谷ヒカリエ6F,,https://r.gnavi.co.jp/g732206/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
マイアミパティオ 渋谷店,イタリアンワインバー,渋谷駅から徒歩徒歩1分,月～日 ランチ：11:00～15:00月～土 ディナー：15:00～翌2:00日・祝日 ディナー：15:00～24:00,,,,,,,,,03-3400-7881,〒150-0002 東京都渋谷区渋谷2-22-14 新免ビル1F,,https://r.gnavi.co.jp/bfsd9wr40000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
Bar star star,ミュージックバー,から徒歩分, バー：19:00～翌3:00(L.O.2:00),,,,,,,,,03-6427-0186,〒150-0031 東京都渋谷区桜丘町17-10 吉野ビル 3F,,https://r.gnavi.co.jp/sgan9hfs0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
渋谷 焼鳥と燻製の居酒屋さん もっくん,渋谷焼鳥燻製居酒屋,渋谷駅から徒歩徒歩2分, 17:00～翌5:00,,,,,,,,,050-5272-1031,〒150-0002 東京都渋谷区渋谷2-22-14 春日ビル2F,,https://r.gnavi.co.jp/j9c0fns40000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
釜焼鳥本舗 おやひなや 渋谷店,骨付鳥が人気の居酒屋,渋谷駅から徒歩1分,月～金 ディナー：16:00～23:30(L.O.22:30)土・日・祝日 ディナー：15:00～23:30(L.O.22:30),,,,,,,,,050-3462-4876,〒150-0043 東京都渋谷区道玄坂2-6-6 日立建物渋谷第2ビル,,https://r.gnavi.co.jp/gd6r700/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
炭火焼肉ぶち 渋谷南口本店,炭火焼肉 ホルモン,渋谷駅から徒歩2分, 17:00～23:00,,,,,,,,,050-3467-2491,〒150-0043 東京都渋谷区道玄坂1-10-2 渋谷THビルB2,,https://r.gnavi.co.jp/mmgxe5pa0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
なごやめし・地酒 名古屋バル 渋谷本店,名古屋めしと地酒,渋谷駅から徒歩3分,金・祝前日 ディナー：17:00～24:30(L.O.23:45、ドリンクL.O.24:00)月～木・土 ディナー：17:00～24:00(L.O.23:00、ドリンクL.O.23:30)日・祝日 ディナー：17:00～23:30(L.O.22:30、ドリンクL.O.23:00),,,,,,,,,050-3466-4954,〒150-0031 東京都渋谷区桜丘町17-12 渋谷ジョンソンビルB1,,https://r.gnavi.co.jp/paksubyv0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
少人数貸切ダイニング START渋谷店,ハロウィンPARTYに,渋谷駅から徒歩徒歩4分,月・火 22:00～翌4:00水～日・祝前日・祝日 18:00～翌4:00,,,,,,,,,090-6885-7573,〒150-0031 東京都渋谷区桜丘町17-12 渋谷ジョンソンビル3F,,https://r.gnavi.co.jp/sm1b0c8d0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
神戸焼肉 かんてき 渋谷 HANARE,神戸但馬牛を味わえる店,渋谷駅から徒歩2分,月～土・祝前日 18:00～翌1:00日・祝日 17:00～翌1:00,,,,,,,,,050-3373-3647,〒150-0043 東京都渋谷区道玄坂2-6-7 4F,,https://r.gnavi.co.jp/e8a6199b0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
全席個室 楽蔵うたげ 渋谷駅前店,渋谷居酒屋和食寿司個室,渋谷駅から徒歩1分,月～金・日・祝前日・祝日 17:00～23:30土 16:00～23:30(※営業時間前も宴会可能！(早割・遅割特典有)),,,,,,,,,050-3468-5343,〒150-0002 東京都渋谷区渋谷1-24-12 渋谷東映プラザ6F,,https://r.gnavi.co.jp/gak5848/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
ビッグエコー 渋谷宮益坂口駅前店,全席完全ソファ個室空間,渋谷駅から徒歩1分,月～木 10:00～翌2:00金・祝前日 10:00～翌4:00土 10:00～翌4:00日・祝日 10:00～翌2:00,,,,,,,,,050-3490-5126,〒150-0002 東京都渋谷区渋谷1-24-12 渋谷東映プラザ6F,,https://r.gnavi.co.jp/7evu01s50000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
旬鮮酒場 天狗 宮益坂店,旬鮮酒場,渋谷駅から徒歩3分,月～金 11:30～23:30土・日・祝 16:00～23:30,,,,,,,,,050-3462-4750,〒150-0002 東京都渋谷区渋谷2-20-11 渋谷協和ビルB1,,https://r.gnavi.co.jp/2sam0e1p0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
宮崎県日南市 塚田農場 渋谷本店（１号店）,宮崎地鶏と九州料理,渋谷駅から徒歩1分,月～金 17:00～24:00(L.O.23:00)土・日・祝日 16:00～24:00(L.O.23:00),,,,,,,,,050-3468-2157,〒150-0043 東京都渋谷区道玄坂2-6-1 岩崎ビル3F,,https://r.gnavi.co.jp/g753328/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
TRY ANGLE,イタリアン,渋谷駅から徒歩徒歩4分,,,,,,,,,,03-6416-1008,〒150-0043 東京都渋谷区道玄坂1-11-1 第2大番ビル401,,https://r.gnavi.co.jp/f3cbz8cc0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
渋谷っ子居酒屋 とととりとん 渋谷店,渋谷ハチ公 居酒屋宴会,渋谷駅から徒歩徒歩1分, 17:00～翌5:00,,,,,,,,,050-5272-1016,〒150-0043 東京都渋谷区道玄坂2-7-3 三善ビル3F,,https://r.gnavi.co.jp/568u78nt0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
Meat＆Oyster 渋谷 Kairi,牡蠣×肉刺×厳選和牛,渋谷駅から徒歩4分,月～金 ランチ：11:30～14:00(L.O.13:30)月～木 ディナー：17:00～24:00(L.O.23:00、ドリンクL.O.23:30)日・祝日 16:00～23:00(L.O.22:00、ドリンクL.O.22:30)金・祝前日 ディナー：17:00～翌5:00(L.O.4:00、ドリンクL.O.4:30)土 17:00～24:00(L.O.23:00、ドリンクL.O.23:30),,,,,,,,,050-3476-4735,〒150-0043 東京都渋谷区道玄坂1-11-1 第二大番ビル203,,https://r.gnavi.co.jp/gash901/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
