飲食店店名,ジャンル,立地,営業j時間,定休日・臨時定休日,コンセント,Wi-fi,禁煙,英語対応,エレベーター,座席数,他のサービスの導入,電話番号,住所,反応やアドバイス,外部リンクURL,FB,Twitter,インスタグラム
お家ごはんカフェ unwind,カフェ,日吉（神奈川県）駅から徒歩徒歩1分,火～金 カフェ：11:00～19:00土・日 カフェ：11:00～18:00,,,,,,,,,045-620-8624,〒223-0061 神奈川県横浜市港北区日吉2-1-5 尾嶋ビル2F,,https://r.gnavi.co.jp/3cy27kpp0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
Cafe du Paris,カフェ,日吉駅から徒歩徒歩1分,,,,,,,,,,045-595-9225,〒223-0061 神奈川県横浜市港北区日吉2-1-5 ,,https://r.gnavi.co.jp/mhfyv4ym0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
圭助 日吉,居酒屋,日吉駅から徒歩1分,月～金 ランチ：12:00～14:00(L.O.13:40)月～土 ディナー：17:00～23:00(L.O.22:00、ドリンクL.O.22:30),,,,,,,,,050-3464-0891,〒223-0062 神奈川県横浜市港北区日吉本町1-1-9 ビッグ日吉駅前店舗1・2F,,https://r.gnavi.co.jp/gyt2he8v0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
ichiji‐ku,居酒屋,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-620-0819,〒223-0062 神奈川県横浜市港北区日吉本町1-21-7 1F,,https://r.gnavi.co.jp/d7hyx1450000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
中華麺飯 太楼,中華料理,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-561-5683,〒223-0062 神奈川県横浜市港北区日吉本町1-21-7 ,,https://r.gnavi.co.jp/kpr0m58s0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
スターバックスコーヒー 日吉店,カフェ,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-564-5082,〒223-0061 神奈川県横浜市港北区日吉2-2-3 山村ビル1F,,https://r.gnavi.co.jp/dcye7vj90000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
そば遊膳 たつ吉,そば,日吉（神奈川県）駅から徒歩徒歩2分,,,,,,,,,,045-562-1912,〒223-0062 神奈川県横浜市港北区日吉本町1-23-3 ,,https://r.gnavi.co.jp/kurv5me20000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
鳥よし,焼き鳥,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-562-2982,〒223-0062 神奈川県横浜市港北区日吉本町1-23-16 ,,https://r.gnavi.co.jp/snhguua00000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
ファーストキッチン 日吉,ハンバーガー,日吉（神奈川県）駅から徒歩徒歩1分, 08:00～22:00,,,,,,,,,045-562-9399,〒223-0062 神奈川県横浜市港北区日吉本町1-1-6 HIKARUビル1F,,https://r.gnavi.co.jp/785m1m2x0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
王将,お好み焼き,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-562-0190,〒223-0062 神奈川県横浜市港北区日吉本町1-23-15 ,,https://r.gnavi.co.jp/d9h2w1x30000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
讃岐うどん 徳すけ,うどん,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-560-5871,〒223-0062 神奈川県横浜市港北区日吉本町1-23-15 ,,http://r.gnavi.co.jp/9473w23b0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
Peek‘∀’Boo！横浜日吉本町店,カフェ＆ダーツバー♪,日吉駅から徒歩1分,月～日 ディナー：18:00～翌3:00,,,,,,,,,045-562-0260,〒223-0062 神奈川県横浜市港北区日吉本町1-23-7 ムナカタビル1F,,https://r.gnavi.co.jp/9w8x8rs50000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
たつ吉,日吉の老舗和食店で宴会,日吉駅から徒歩1分,月～土 11:30～14:00(L.O.14:00)月～土 17:00～22:30(L.O.22:30)日 11:30～14:00(L.O.14:00)日 16:30～22:30(L.O.22:00),,,,,,,,,050-3490-5707,〒223-0062 神奈川県横浜市港北区日吉本町1-23-2,,https://r.gnavi.co.jp/g445200/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
海彦山彦,日吉の隠れ家風居酒屋,日吉駅から徒歩1分,月～日 16:00～翌1:00(L.O.24:00),,,,,,,,,050-3476-0429,〒223-0062 神奈川県横浜市港北区日吉本町1-20-16,,https://r.gnavi.co.jp/a961702/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
そば処六三,そば,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-562-3030,〒223-0062 神奈川県横浜市港北区日吉本町1-20-13 ,,https://r.gnavi.co.jp/k6br13rf0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
やきとり家 すみれ 日吉店,大山どり専門店の焼き鳥,日吉駅から徒歩1分,月～金 ディナー：17:00～24:00(L.O.23:00、ドリンクL.O.23:30)土・日・祝 ディナー：16:00～24:00(L.O.23:00、ドリンクL.O.23:30),,,,,,,,,050-3464-6124,〒223-0061 神奈川県横浜市港北区日吉2-2-4 B1・1F,,https://r.gnavi.co.jp/sdp23ecb0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
ド マーレ湘南 日吉店,イタリアン,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-566-0075,〒223-0061 神奈川県横浜市港北区日吉2-2-4 第47東京ビルB1F,,https://r.gnavi.co.jp/48fegzyk0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
とんかつ和栗 林SPF豚使用店,とんかつ専門店,日吉駅から徒歩1分,火～日 ランチ：11:00～16:00(L.O.15:30)火～日 ディナー：17:00～22:00(L.O.22:00),,,,,,,,,050-3469-2373,〒223-0062 神奈川県横浜市港北区日吉本町1-20-16,,https://r.gnavi.co.jp/29pv85dt0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
MADEINHANDS,ハンバーガー,日吉（神奈川県）駅から徒歩徒歩1分,火～日・祝日 11:30～15:00(L.O.14:30)火～日・祝日 17:30～22:00(L.O.21:30),,,,,,,,,045-294-9169,〒223-0061 神奈川県横浜市港北区日吉2-2-16 第一マルシンビル2F,,https://r.gnavi.co.jp/dnfnfztt0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
松屋 日吉店,牛めし・カレー・定食,日吉駅から徒歩1分, 24時間営業,,,,,,,,,045-560-1759,〒223-0062 神奈川県横浜市港北区日吉本町1-20-2,,https://r.gnavi.co.jp/e911751/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
Craque！,イタリアン,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-563-2941,〒223-0061 神奈川県横浜市港北区日吉2-2-5 1F,,https://r.gnavi.co.jp/7mb5v56s0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
日の出らーめん 日吉店,ラーメン,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-594-9088,〒223-0061 神奈川県横浜市港北区日吉2-2-5 ダンディビル1F,,https://r.gnavi.co.jp/pre056eu0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
タピオカ専門店 黒珍珠 日吉,タピオカドリンク専門店,日吉駅から徒歩1分, 10:00～21:30,,,,,,,,,050-3468-5792,〒223-0061 神奈川県横浜市港北区日吉2-2-16 第一マルシンビル,,https://r.gnavi.co.jp/d4g8t28k0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
ダンダダン酒場日吉,餃子,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-566-6870,〒223-0062 神奈川県横浜市港北区日吉本町1-2-17 三田ビル1F,,https://r.gnavi.co.jp/96094rb90000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
BAR VALHALLA,バー,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-562-6669,〒223-0062 神奈川県横浜市港北区日吉本町1-2-17 三田ビルB1F,,https://r.gnavi.co.jp/573p8rfu0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
お好み焼き・食べ放題 若竹 日吉駅前店,お好み焼・もんじゃ焼,日吉駅から徒歩2分,月～日 16:00～翌2:00(L.O.1:00),,,,,,,,,050-3466-0131,〒223-0062 神奈川県横浜市港北区日吉本町1-23-12 ライオンズマンション日吉台1F,,https://r.gnavi.co.jp/a630500/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
くいしんぼ 日吉浜銀通り店,ステーキ,日吉（神奈川県）駅から徒歩徒歩1分, 11:00～23:00(L.O.22:30),,,,,,,,,045-563-6211,〒223-0062 神奈川県横浜市港北区日吉本町1-2-13 望月ビル2F,,https://r.gnavi.co.jp/bbn3bd0k0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
サンティノ 日吉店,パスタ,日吉（神奈川県）駅から徒歩徒歩4分,,,,,,,,,,045-562-3603,〒223-0062 神奈川県横浜市港北区日吉本町1-2-13 ,,https://r.gnavi.co.jp/fvx32amx0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
串焼き処 日比谷鳥こまち 日吉店,串焼き 居酒屋 ﾓﾂ,日吉駅から徒歩徒歩2分,月～土・祝前日・祝日 17:00～翌9:00(L.O.7:30)日 17:00～翌1:00(L.O.24:00),,,,,,,,,045-561-8666,〒223-0062 神奈川県横浜市港北区日吉本町1-2-17 ,,https://r.gnavi.co.jp/fvczj8g50000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
海鮮肉酒場 キタノイチバ 日吉西口駅前店,駅近の安い居酒屋,日吉駅から徒歩2分, 17:00～翌1:00,,,,,,,,,045-562-9488,〒223-0062 神奈川県横浜市港北区日吉本町1-20-12 日吉吉田ビル3F,,https://r.gnavi.co.jp/f2g181640000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
定食専門店 小満津,食堂・定食,日吉（神奈川県）駅から徒歩徒歩2分,,,,,,,,,,045-561-9047,〒223-0062 神奈川県横浜市港北区日吉本町1-23-13 旭ビル1F,,https://r.gnavi.co.jp/c8f14hzv0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
TERME（テルメ） 日吉東急店,グリルレストラン,日吉駅から徒歩1分, 11:00～22:00(L.O.21:00)(ご予約は、ランチタイム１１：００～１２：００までにご来店、  ディナータイム１７：００～１９：００までにご来店のお客様に限らせて頂いております。),,,,,,,,,050-3464-9101,〒223-0061 神奈川県横浜市港北区日吉2-1-1 日吉東急3F,,https://r.gnavi.co.jp/g420211/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
大戸屋 ごはん処 東急日吉駅ビル店,家庭食の代行業・定食,日吉駅から徒歩1分, 10:00～23:00(L.O.22:15),,,,,,,,,045-560-0255,〒223-0061 神奈川県横浜市港北区日吉2-1-1 東急日吉駅ビル南館2F,,https://r.gnavi.co.jp/spu2gu5t0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
メゾン ド ヴェール 日吉東急店,カフェ,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-560-1215,〒223-0061 神奈川県横浜市港北区日吉2-1-1 第2岸ビル1F,,https://r.gnavi.co.jp/gyh8186h0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
ブルディガラ 日吉東急店,サンドイッチ・パン屋,日吉（神奈川県）駅から徒歩徒歩1分,月～日・祝日 10:00～21:00,,,,,,,,,045-624-9363,〒223-0061 神奈川県横浜市港北区日吉2-1-1 日吉東急アベニュー本館1F,,https://r.gnavi.co.jp/1dpx52010000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
実演手打うどん杵屋 日吉東急ビル店,うどん,日吉（神奈川県）駅から徒歩徒歩1分, 11:00～22:00(L.O.21:30),,,,,,,,,045-565-2061,〒223-0061 神奈川県横浜市港北区日吉2-1-1 東急日吉駅ビル南館2F,,https://r.gnavi.co.jp/4bjnx7cg0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
Espresso Americano 東急日吉店,カフェ,日吉（神奈川県）駅から徒歩徒歩1分, 10:00～21:00,,,,,,,,,045-560-1673,〒223-0061 神奈川県横浜市港北区日吉2-1-1 日吉東急avenue3F,,https://r.gnavi.co.jp/fcgn5dp50000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
笑笑 日吉西口駅前店,洋風居酒屋,日吉駅から徒歩1分,月～木・日・祝日 17:00～翌3:00金・土・祝前日 17:00～翌5:00,,,,,,,,,045-562-2988,〒223-0062 神奈川県横浜市港北区日吉本町1-20-12 日吉吉田ビル2F,,https://r.gnavi.co.jp/p673780/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
WILDBOAR,ダイニングバー,日吉駅から徒歩5分,月～日 19:00～翌5:00(L.O.4:30),,,,,,,,,050-3464-7325,〒223-0061 神奈川県横浜市港北区日吉2-1-8 丸富ビル2F,,https://r.gnavi.co.jp/p799300/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
天丼てんや 日吉店,天ぷら・天丼,から徒歩分,月～金 11:00～23:00土 11:00～22:00日・祝日 11:00～21:00,,,,,,,,,045-566-0251,〒223-0062 神奈川県横浜市港北区日吉本町1-2-2,,https://r.gnavi.co.jp/gaa9012/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
ラーメン どん,ラーメン,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-564-1721,〒223-0061 神奈川県横浜市港北区日吉2-1-8 ,,https://r.gnavi.co.jp/22ny9h7p0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
とんかつ 三田 日吉,とんかつ,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-561-5539,〒223-0061 神奈川県横浜市港北区日吉2-1-8 ,,https://r.gnavi.co.jp/2yuj0wup0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
祭 日吉店,居酒屋,日吉（神奈川県）駅から徒歩徒歩2分,,,,,,,,,,045-562-2975,〒223-0062 神奈川県横浜市港北区日吉本町1-20-5 ,,https://r.gnavi.co.jp/n37tvf4c0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
沖縄食堂 チャンプル×チャンプル,沖縄料理,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-548-6041,〒223-0062 神奈川県横浜市港北区日吉本町1-2-2 ,,https://r.gnavi.co.jp/j4s530pg0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
江戸前回転寿司ぎょしん 横浜港北日吉店,回転寿司,日吉（神奈川県）駅から徒歩徒歩2分, 11:30～22:00,,,,,,,,,045-564-3480,〒223-0062 神奈川県横浜市港北区日吉本町1-2-12 ,,http://r.gnavi.co.jp/chpkvuzu0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
ベンダーベンダー 日吉店,アメリカ料理,日吉（神奈川県）駅から徒歩徒歩2分,,,,,,,,,,045-563-7890,〒223-0062 神奈川県横浜市港北区日吉本町1-2-4 ,,https://r.gnavi.co.jp/sa7w3jvz0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
居酒屋くりの木,和風居酒屋,日吉駅から徒歩1分, 17:00～翌1:00(L.O.24:00),,,,,,,,,045-563-6510,〒233-0062 神奈川県横浜市港北区日吉2-2-7 ISPビル2F,,https://r.gnavi.co.jp/p758100/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
レストラン 白鳥,洋食屋,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-561-2448,〒223-0061 神奈川県横浜市港北区日吉2-2-10 ,,https://r.gnavi.co.jp/bk9wvk070000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
トラの息子,とんかつ,日吉（神奈川県）駅から徒歩徒歩2分,,,,,,,,,,045-561-2986,〒223-0061 神奈川県横浜市港北区日吉2-2-10 ,,https://r.gnavi.co.jp/dmrxfhy90000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
アジアンビストロ Dai 日吉店,ビストロ アジア料理,日吉駅から徒歩徒歩2分, 11:00～24:00(L.O.23:00),,,,,,,,,045-620-4582,〒223-0062 神奈川県横浜市港北区日吉本町1-20-8 ,,https://r.gnavi.co.jp/d50km27u0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
カラオケ バンガローハウス 日吉店,カラオケ,日吉（神奈川県）駅から徒歩徒歩2分,,,,,,,,,,045-562-9766,〒223-0062 神奈川県横浜市港北区日吉本町1-2-5 日吉永楽ビル2-4F,,https://r.gnavi.co.jp/52csnsfc0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
まんが喫茶ゲラゲラ 日吉店,マンガ・漫画喫茶,日吉（神奈川県）駅から徒歩徒歩2分, 24時間営業,,,,,,,,,045-563-1847,〒223-0062 神奈川県横浜市港北区日吉本町1-2-9 磯崎ビル2F,,https://r.gnavi.co.jp/mw0nymze0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
GYOZA ROCCOMAN 日吉店,お洒落なビストロ＆餃子,日吉駅から徒歩2分, ディナー：17:00～24:00、ランチ：11:30～15:00,,,,,,,,,050-3467-0374,〒223-0062 神奈川県横浜市港北区日吉本町1-2-11,,https://r.gnavi.co.jp/7brpkw240000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
食べ放題 元氣七輪焼肉 牛繁 日吉店,焼肉食べ放題飲み放題,日吉駅から徒歩1分,月～土・祝前日 17:00～24:00日・祝日 16:00～23:00,,,,,,,,,050-3373-6246,〒223-0062 神奈川県横浜市港北区日吉本町1-2-5 永楽ビル1F,,https://r.gnavi.co.jp/3kfbe38y0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
食事さとう,カレーライス,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-620-3374,〒223-0061 神奈川県横浜市港北区日吉2-2-11 ,,https://r.gnavi.co.jp/jzb6xv8x0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
柴田商店,ラーメン,日吉（神奈川県）駅から徒歩徒歩1分,,,,,,,,,,045-563-8368,〒223-0061 神奈川県横浜市港北区日吉2-2-11 ,,https://r.gnavi.co.jp/7yrxtnz50000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
インドレストラン マハラジャ バグ,インド料理,日吉（神奈川県）駅から徒歩徒歩2分,月～日・祝前日・祝日 11:00～23:00(L.O.22:30),,,,,,,,,045-594-8735,〒223-0062 神奈川県横浜市港北区日吉本町1-24-4 ,,https://r.gnavi.co.jp/ekxmswrf0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
レストラン・マ・カシェット,カジュアルイタリアン,日吉駅から徒歩徒歩1分,火～金 ランチ：11:30～14:00(L.O.13:30)(※月・土曜日でも、ご予約で20名様の季節のランチパーティー承ります（2000円～）)月～土・祝日 ディナー：17:30～23:00(L.O.22:30)(※22：00までにご来店下さい。),,,,,,,,,045-561-6905,〒223-0062 神奈川県横浜市港北区日吉本町1-24-1 奥村ビル2F,,https://r.gnavi.co.jp/70z0t98v0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
おもや,食堂・定食,日吉（神奈川県）駅から徒歩徒歩2分,,,,,,,,,,045-562-2974,〒223-0062 神奈川県横浜市港北区日吉本町1-24-1 ,,http://r.gnavi.co.jp/a1gnvr0u0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
BAR 画亭瑠屋 HIYOSHI,バー,日吉（神奈川県）駅から徒歩徒歩2分,,,,,,,,,,045-563-9866,〒223-0062 神奈川県横浜市港北区日吉本町1-24-3 ,,https://r.gnavi.co.jp/n04x9jpd0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
日吉まぐろ酒場,居酒屋,日吉駅から徒歩徒歩1分,,,,,,,,,,045-548-3927,〒223-0062 神奈川県横浜市港北区日吉本町1-2-10 ,,https://r.gnavi.co.jp/mukuk50c0000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
BEAR’S GRILL～Beef＆Seafood,グリルバル,日吉駅から徒歩徒歩2分,月～木 17:00～24:00(L.O.23:00)金 17:00～翌2:00(L.O.1:00)祝前日 17:00～翌2:00(L.O.1:00),,,,,,,,,045-620-9192,〒223-0062 神奈川県横浜市港北区日吉本町1-19-21 日吉スカイビル1F,,https://r.gnavi.co.jp/cj78wkg20000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
王府,中華料理,日吉（神奈川県）駅から徒歩徒歩2分,,,,,,,,,,045-561-6106,〒223-0062 神奈川県横浜市港北区日吉本町1-19-21 ,,https://r.gnavi.co.jp/6vdpw0d60000/?ak=6ixyhJYSLAJVXKM1oRRjFYOO7MkY7ItYkPyn4Q9NHbE%3D,
